gene,count,length
ENST00000433218,276,1077
ENST00000433215,225,927
ENST00000433216,755,1773
ENST00000423898,57,279
ENST00000433211,17493,2688
ENST00000217999,200,555
ENST00000496807,256,348
ENST00000472818,70,372
ENST00000398483,460,342
ENST00000506817,67,315
ENST00000398484,435,1515
ENST00000472815,751,1353
ENST00000398485,600,1605
ENST00000398486,395,1296
ENST00000447879,2065,6114
ENST00000398488,438,1512
ENST00000266943,387,1386
ENST00000447873,701,1287
ENST00000433206,476,618
ENST00000447887,1202,2241
ENST00000506823,12257,1806
ENST00000227348,516,1182
ENST00000227349,1096,2337
ENST00000638594,406,1518
ENST00000638591,330,1128
ENST00000457206,839,2019
ENST00000217971,159,588
ENST00000638590,444,1140
ENST00000506838,187,399
ENST00000472837,353,2850
ENST00000447894,1799,5475
ENST00000638583,70,339
ENST00000638587,1062,1515
ENST00000217961,909,1752
ENST00000457214,192,762
ENST00000217964,1527,1734
ENST00000374481,396,306
ENST00000398450,196,285
ENST00000398452,166,768
ENST00000398453,149,294
ENST00000398454,1025,2751
ENST00000398455,77,294
ENST00000398457,1003,2007
ENST00000398458,417,1047
ENST00000423850,218,495
ENST00000423854,593,2271
ENST00000423855,344,1554
ENST00000496834,348,297
ENST00000472863,834,1077
ENST00000457222,24,927
ENST00000374491,452,1626
ENST00000374492,455,1737
ENST00000589184,182,228
ENST00000374490,269,978
ENST00000374495,244,1080
ENST00000374496,66,471
ENST00000589181,201,1293
ENST00000374493,758,3909
ENST00000482202,104,741
ENST00000374497,171,1047
ENST00000398449,887,2001
ENST00000457232,981,1329
ENST00000589178,187,666
ENST00000457250,416,2217
ENST00000398470,241,753
ENST00000398472,170,441
ENST00000398473,814,2175
ENST00000398475,246,732
ENST00000589171,102,231
ENST00000496817,52,273
ENST00000398477,76,372
ENST00000423833,110,714
ENST00000496811,908,3027
ENST00000472886,2159,1668
ENST00000589165,249,894
ENST00000472884,554,1197
ENST00000457245,2113,2202
ENST00000423829,354,933
ENST00000398462,247,402
ENST00000472879,5020,3009
ENST00000398465,72,324
ENST00000589160,96,270
ENST00000398468,180,756
ENST00000457257,57,357
ENST00000423823,354,1200
ENST00000423828,250,888
ENST00000555818,1990,5415
ENST00000374440,1540,2352
ENST00000349485,490,1290
ENST00000398411,139,441
ENST00000506886,5354,1311
ENST00000374443,177,681
ENST00000374448,1546,2610
ENST00000398417,1312,1659
ENST00000374446,304,1377
ENST00000506894,3911,804
ENST00000433297,328,1563
ENST00000531848,332,1203
ENST00000590151,846,3306
ENST00000349496,1674,2346
ENST00000374452,63,522
ENST00000374450,178,738
ENST00000217909,348,1026
ENST00000398402,228,426
ENST00000374453,62,519
ENST00000374454,94,423
ENST00000374459,515,1470
ENST00000398405,529,1356
ENST00000590155,298,1278
ENST00000590153,27,147
ENST00000398409,107,441
ENST00000217901,266,1182
ENST00000555822,61,195
ENST00000555824,268,906
ENST00000325495,706,2193
ENST00000531837,429,1839
ENST00000590161,278,597
ENST00000433282,524,774
ENST00000349460,1327,2526
ENST00000374461,1248,2607
ENST00000374466,541,1629
ENST00000374467,166,636
ENST00000398437,663,2475
ENST00000398439,324,747
ENST00000374468,23,420
ENST00000374469,3507,10716
ENST00000350459,1292,1413
ENST00000349455,554,642
ENST00000349456,311,1029
ENST00000531863,541,2274
ENST00000349459,285,1338
ENST00000349457,489,1587
ENST00000433274,437,1842
ENST00000374473,173,669
ENST00000447815,275,2238
ENST00000374472,479,1083
ENST00000447813,151,411
ENST00000398422,404,1020
ENST00000398425,360,615
ENST00000590179,178,363
ENST00000398427,552,1203
ENST00000374479,277,1401
ENST00000590175,112,378
ENST00000349466,1278,3663
ENST00000555802,274,573
ENST00000555805,311,954
ENST00000531805,503,2145
ENST00000374401,348,987
ENST00000506841,562,1533
ENST00000374403,1132,3699
ENST00000374408,497,2244
ENST00000217958,150,681
ENST00000374409,463,1005
ENST00000217957,370,1164
ENST00000506850,585,786
ENST00000433259,473,1314
ENST00000590194,205,1056
ENST00000447838,1304,2169
ENST00000447839,520,3186
ENST00000590191,375,1614
ENST00000374412,585,1557
ENST00000506855,104,333
ENST00000447830,487,1326
ENST00000374415,2186,2499
ENST00000506857,618,1983
ENST00000374419,299,558
ENST00000374418,216,636
ENST00000433243,1317,3159
ENST00000350494,589,2466
ENST00000531828,576,1716
ENST00000350490,879,2130
ENST00000350499,215,507
ENST00000374423,1693,7065
ENST00000506866,487,1089
ENST00000374421,411,1476
ENST00000374426,277,360
ENST00000506868,156,900
ENST00000350498,178,546
ENST00000374428,198,1038
ENST00000374429,390,282
ENST00000217939,2336,8487
ENST00000349499,570,2061
ENST00000531821,165,234
ENST00000531823,126,399
ENST00000531818,916,984
ENST00000350481,992,4308
ENST00000531816,1193,306
ENST00000374430,1057,1095
ENST00000447857,539,1689
ENST00000374433,154,822
ENST00000374434,1326,4314
ENST00000374431,1283,1095
ENST00000350485,196,336
ENST00000374435,272,1326
ENST00000374436,175,738
ENST00000217926,194,528
ENST00000580613,318,1650
ENST00000541017,1881,1332
ENST00000276297,4454,4587
ENST00000350513,243,933
ENST00000580611,454,1428
ENST00000349511,401,1350
ENST00000301573,336,735
ENST00000325542,475,1503
ENST00000579618,137,135
ENST00000350501,682,1881
ENST00000555661,296,1056
ENST00000349527,362,795
ENST00000555664,3732,7791
ENST00000531678,747,930
ENST00000555667,239,285
ENST00000301587,89,486
ENST00000301585,147,621
ENST00000531677,207,777
ENST00000374500,92,597
ENST00000374503,151,549
ENST00000374501,113,495
ENST00000374502,152,543
ENST00000374507,160,327
ENST00000374505,150,414
ENST00000555633,97,555
ENST00000301599,96,480
ENST00000325568,350,567
ENST00000374510,281,348
ENST00000374511,289,384
ENST00000374514,160,696
ENST00000541009,408,582
ENST00000374515,106,258
ENST00000374512,275,1374
ENST00000276282,829,3159
ENST00000374518,1016,3849
ENST00000374519,235,1098
ENST00000374516,275,1704
ENST00000349505,311,1950
ENST00000374517,113,318
ENST00000325558,134,1167
ENST00000555644,150,573
ENST00000555647,349,1650
ENST00000349503,463,1074
ENST00000325551,592,2205
ENST00000325590,3459,1962
ENST00000291890,391,915
ENST00000614519,291,372
ENST00000614512,2129,1848
ENST00000506693,310,591
ENST00000506696,182,405
ENST00000555610,234,636
ENST00000555611,107,312
ENST00000349555,221,525
ENST00000531646,1926,621
ENST00000252288,160,711
ENST00000325589,1979,1077
ENST00000349552,538,1362
ENST00000349553,579,579
ENST00000349556,521,1140
ENST00000555619,133,456
ENST00000349570,562,1956
ENST00000614526,419,2535
ENST00000614521,4010,2799
ENST00000350549,290,708
ENST00000531632,414,1530
ENST00000350532,1033,1413
ENST00000590002,100,150
ENST00000590008,518,984
ENST00000350537,4747,3933
ENST00000349533,2212,3498
ENST00000291860,314,1233
ENST00000614502,88,441
ENST00000590016,313,1047
ENST00000276241,204,795
ENST00000614500,5016,3189
ENST00000350526,1226,1440
ENST00000350527,703,2562
ENST00000325599,584,1734
ENST00000276218,178,1008
ENST00000541099,418,258
ENST00000614557,3388,708
ENST00000276211,880,1644
ENST00000614558,170,552
ENST00000614553,267,687
ENST00000482352,69,468
ENST00000482354,427,1461
ENST00000614556,395,1029
ENST00000638532,327,1500
ENST00000252242,568,1773
ENST00000457389,323,1737
ENST00000252244,608,1935
ENST00000252245,571,1656
ENST00000589028,2844,3351
ENST00000565057,39,267
ENST00000614565,9985,2751
ENST00000579695,132,462
ENST00000614567,433,585
ENST00000614574,155,903
ENST00000580685,156,615
ENST00000291842,533,2124
ENST00000589018,546,279
ENST00000589011,853,2559
ENST00000565067,211,807
ENST00000541073,1374,3681
ENST00000541076,853,3462
ENST00000541078,164,615
ENST00000193403,971,2679
ENST00000579687,280,828
ENST00000638501,104,396
ENST00000614531,501,3108
ENST00000291839,254,1002
ENST00000579690,599,2208
ENST00000589005,414,2247
ENST00000252268,350,1218
ENST00000496972,1538,1638
ENST00000541082,153,888
ENST00000496973,131,543
ENST00000541084,476,1149
ENST00000482340,123,354
ENST00000266880,834,1872
ENST00000276204,1882,6234
ENST00000276201,362,1452
ENST00000276202,1882,6222
ENST00000614547,838,2010
ENST00000482347,151,408
ENST00000614549,405,1275
ENST00000482348,152,327
ENST00000614544,148,522
ENST00000301529,444,948
ENST00000252250,524,1695
ENST00000482349,336,1542
ENST00000252252,596,1695
ENST00000580666,415,1572
ENST00000301522,129,597
ENST00000541091,2271,2685
ENST00000291823,401,1851
ENST00000291825,952,444
ENST00000252207,228,1185
ENST00000638568,2025,3642
ENST00000638569,1348,132
ENST00000579665,467,363
ENST00000579662,1275,5259
ENST00000482399,434,267
ENST00000638572,458,1257
ENST00000325509,358,621
ENST00000555694,89,300
ENST00000580650,643,231
ENST00000638575,5291,3720
ENST00000580652,538,1509
ENST00000555696,198,342
ENST00000227251,121,528
ENST00000638573,119,861
ENST00000555698,73,351
ENST00000565018,3146,1752
ENST00000555699,435,1119
ENST00000301532,403,945
ENST00000541064,131,378
ENST00000242872,294,810
ENST00000580640,4959,8334
ENST00000301547,492,2016
ENST00000252229,310,1152
ENST00000541030,422,3009
ENST00000579649,334,318
ENST00000541036,4055,4596
ENST00000227266,583,1392
ENST00000614577,461,1512
ENST00000614578,111,528
ENST00000614582,595,1287
ENST00000614585,1271,2097
ENST00000555674,47,225
ENST00000580632,146,624
ENST00000638552,1922,1119
ENST00000541040,393,633
ENST00000541043,804,2670
ENST00000541047,6300,1614
ENST00000638536,235,657
ENST00000638539,452,168
ENST00000482387,1754,2445
ENST00000555686,165,801
ENST00000252211,376,1617
ENST00000565003,86,291
ENST00000541050,630,1425
ENST00000472947,457,1590
ENST00000472944,237,303
ENST00000242848,1367,5007
ENST00000457309,371,738
ENST00000447990,1100,1125
ENST00000638498,4994,2823
ENST00000457308,949,4161
ENST00000472938,282,1488
ENST00000447998,441,1383
ENST00000638479,390,840
ENST00000227214,203,570
ENST00000638483,3,597
ENST00000638482,1101,1275
ENST00000242839,1179,4398
ENST00000433326,920,1317
ENST00000638486,27,597
ENST00000457313,747,2922
ENST00000506706,268,573
ENST00000589097,83,450
ENST00000589093,1127,3102
ENST00000472967,22,90
ENST00000506700,8004,3696
ENST00000638467,2703,4131
ENST00000614498,370,570
ENST00000614499,357,1824
ENST00000423990,336,756
ENST00000423994,1222,3462
ENST00000638477,342,180
ENST00000457326,107,747
ENST00000496902,225,1224
ENST00000589082,98,69
ENST00000589083,178,741
ENST00000433307,412,1215
ENST00000423981,1013,2586
ENST00000638463,1658,1392
ENST00000433302,360,1452
ENST00000496900,690,2199
ENST00000398571,3248,10641
ENST00000496958,109,321
ENST00000398576,896,1884
ENST00000242804,457,1884
ENST00000457347,382,1482
ENST00000457360,135,354
ENST00000457361,1307,1236
ENST00000398560,697,1143
ENST00000398564,1862,4110
ENST00000398568,715,2862
ENST00000482320,908,2574
ENST00000457358,806,909
ENST00000423968,488,627
ENST00000589056,139,315
ENST00000423969,453,603
ENST00000496961,126,195
ENST00000457354,221,843
ENST00000589057,163,537
ENST00000589054,2048,321
ENST00000398594,3733,2790
ENST00000398595,181,951
ENST00000398598,576,1989
ENST00000398599,598,2106
ENST00000242827,289,621
ENST00000457368,527,1716
ENST00000589049,228,684
ENST00000423955,784,1461
ENST00000217893,192,795
ENST00000457363,142,1038
ENST00000423958,379,1035
ENST00000589046,481,1467
ENST00000565075,169,597
ENST00000496930,328,2217
ENST00000565096,398,897
ENST00000589042,28153,107976
ENST00000398585,766,1590
ENST00000565090,440,1824
ENST00000457380,209,684
ENST00000398587,3179,2808
ENST00000301608,529,1983
ENST00000242810,553,1803
ENST00000301607,1286,6102
ENST00000193391,1327,3726
ENST00000242819,183,702
ENST00000457378,342,837
ENST00000589037,108,411
ENST00000217885,462,1548
ENST00000457374,862,2118
ENST00000457375,1867,1026
ENST00000423947,1493,2796
ENST00000472994,2723,1704
ENST00000447906,777,3345
ENST00000531728,287,381
ENST00000350592,252,660
ENST00000374561,240,360
ENST00000398530,148,471
ENST00000398531,348,609
ENST00000398532,248,1845
ENST00000374566,1344,2703
ENST00000398534,252,564
ENST00000398536,193,498
ENST00000398538,1036,4665
ENST00000349598,650,2640
ENST00000531720,280,1479
ENST00000531727,116,615
ENST00000590030,1313,2943
ENST00000374571,334,1767
ENST00000398520,437,675
ENST00000374574,1549,1593
ENST00000398523,1389,1224
ENST00000398527,377,1530
ENST00000398529,298,390
ENST00000506784,506,1515
ENST00000531712,139,264
ENST00000555702,485,1536
ENST00000374580,1566,3117
ENST00000374583,326,1932
ENST00000374584,331,1368
ENST00000506786,616,1851
ENST00000398556,1094,4503
ENST00000374586,872,2640
ENST00000398557,999,3819
ENST00000398559,562,3282
ENST00000350573,395,693
ENST00000531743,111,402
ENST00000433392,386,930
ENST00000374594,153,408
ENST00000398540,1591,3105
ENST00000374595,592,2157
ENST00000398542,1108,4401
ENST00000374593,160,552
ENST00000398544,1903,1764
ENST00000374599,930,3312
ENST00000447932,700,1437
ENST00000398545,437,1545
ENST00000506797,250,234
ENST00000374597,711,3072
ENST00000398547,1108,4500
ENST00000398548,1357,3537
ENST00000433389,963,2046
ENST00000433386,274,1080
ENST00000531738,563,1926
ENST00000433384,1248,4167
ENST00000506729,2304,2160
ENST00000472902,327,993
ENST00000447944,719,2352
ENST00000506722,6601,5592
ENST00000374521,197,987
ENST00000506720,7987,4743
ENST00000590068,46,222
ENST00000374525,1182,2847
ENST00000374524,88,297
ENST00000433375,265,1575
ENST00000433372,627,441
ENST00000590071,323,1293
ENST00000374530,3185,3312
ENST00000374531,2220,1140
ENST00000590078,564,2034
ENST00000506738,134,405
ENST00000506736,144,795
ENST00000433368,415,807
ENST00000433365,185,978
ENST00000433363,577,1707
ENST00000433360,3427,4125
ENST00000531709,472,1071
ENST00000590083,339,1362
ENST00000447966,461,1587
ENST00000398510,1790,8694
ENST00000398511,528,3201
ENST00000374541,1281,2742
ENST00000276198,3144,1377
ENST00000374542,411,2223
ENST00000398514,802,1713
ENST00000506749,3515,1794
ENST00000590089,443,2412
ENST00000506746,7987,4716
ENST00000398516,337,2106
ENST00000398519,486,1284
ENST00000531700,664,2346
ENST00000531705,107,300
ENST00000433351,333,1518
ENST00000374550,144,534
ENST00000472914,262,870
ENST00000374552,2625,1176
ENST00000374553,2625,1170
ENST00000447974,155,579
ENST00000590099,218,1353
ENST00000506757,463,2880
ENST00000398505,545,2598
ENST00000374557,720,1557
ENST00000398506,1272,1392
ENST00000506763,306,1470
ENST00000506761,852,1284
ENST00000433346,315,693
ENST00000433343,413,543
ENST00000433342,499,4407
ENST00000360439,1172,3822
ENST00000599117,839,3264
ENST00000359441,184,651
ENST00000551177,573,1722
ENST00000599111,712,1656
ENST00000335475,2649,1650
ENST00000551178,408,1194
ENST00000335472,1517,1023
ENST00000335473,4240,7704
ENST00000359445,976,3210
ENST00000359446,2337,921
ENST00000590782,1218,5265
ENST00000335479,95,198
ENST00000551171,354,951
ENST00000575142,196,585
ENST00000408936,1121,3570
ENST00000408937,3463,2223
ENST00000408935,281,942
ENST00000408930,86,267
ENST00000359450,134,348
ENST00000359451,655,1680
ENST00000408931,894,1344
ENST00000360430,383,891
ENST00000589785,182,906
ENST00000589786,338,852
ENST00000589781,110,90
ENST00000408939,227,1998
ENST00000360428,1047,2691
ENST00000360426,694,1491
ENST00000168712,135,621
ENST00000335486,1074,471
ENST00000408951,197,933
ENST00000359435,209,990
ENST00000551185,60,231
ENST00000599124,545,1755
ENST00000408947,167,972
ENST00000408948,523,2076
ENST00000408945,129,420
ENST00000408946,258,615
ENST00000590798,951,1245
ENST00000408941,269,180
ENST00000600659,92,210
ENST00000359440,866,3303
ENST00000609024,108,669
ENST00000589776,213,1833
ENST00000624640,279,1014
ENST00000360423,33,888
ENST00000408949,317,933
ENST00000360421,461,1653
ENST00000600651,238,783
ENST00000360422,844,1431
ENST00000360416,1563,6024
ENST00000359428,1286,6273
ENST00000359429,242,687
ENST00000335459,646,1371
ENST00000600692,652,435
ENST00000360418,336,1335
ENST00000551156,512,2208
ENST00000575124,79,681
ENST00000335450,837,1242
ENST00000359422,1177,855
ENST00000575120,247,864
ENST00000359426,900,2754
ENST00000551150,170,954
ENST00000624618,319,936
ENST00000408915,91,273
ENST00000408912,649,3093
ENST00000408910,1454,3957
ENST00000408911,2648,1377
ENST00000565796,556,2373
ENST00000600687,315,1254
ENST00000408918,189,681
ENST00000360413,2016,3228
ENST00000408919,669,897
ENST00000408916,262,924
ENST00000360403,833,1359
ENST00000360409,1373,2796
ENST00000599144,287,846
ENST00000575111,161,1053
ENST00000335464,666,1491
ENST00000551165,710,2079
ENST00000551160,208,219
ENST00000359415,369,1659
ENST00000408925,40,306
ENST00000408926,632,1122
ENST00000408923,345,1701
ENST00000408922,284,936
ENST00000600676,769,2670
ENST00000408929,1940,1284
ENST00000408927,1120,1824
ENST00000609007,370,1230
ENST00000575108,541,1161
ENST00000359486,1025,5883
ENST00000610033,1593,2109
ENST00000457907,292,1302
ENST00000599157,308,741
ENST00000526180,122,528
ENST00000457905,868,2670
ENST00000359492,126,804
ENST00000565774,401,1020
ENST00000360472,105,393
ENST00000565772,65,339
ENST00000360473,223,690
ENST00000360478,1592,5088
ENST00000360476,65,366
ENST00000599164,552,1863
ENST00000359478,375,522
ENST00000457918,186,696
ENST00000359479,358,1650
ENST00000599168,208,234
ENST00000408903,3711,3060
ENST00000408901,226,948
ENST00000359481,53,291
ENST00000408900,1108,1677
ENST00000599174,65,2124
ENST00000589735,10,177
ENST00000610051,904,2652
ENST00000565788,82,228
ENST00000360463,256,1074
ENST00000526177,371,1404
ENST00000360464,144,423
ENST00000408909,3128,4701
ENST00000360461,574,3576
ENST00000526175,154,348
ENST00000360467,2857,5139
ENST00000408907,225,903
ENST00000360468,661,3453
ENST00000408908,974,1992
ENST00000408905,4363,2808
ENST00000360465,534,1887
ENST00000624688,182,729
ENST00000526171,75,423
ENST00000408906,384,936
ENST00000360466,296,780
ENST00000541790,170,381
ENST00000360458,210,867
ENST00000551118,735,2604
ENST00000551116,132,579
ENST00000541793,243,1341
ENST00000541794,734,2475
ENST00000335496,553,1410
ENST00000335494,213,1197
ENST00000541799,253,747
ENST00000276594,609,1716
ENST00000359466,346,1599
ENST00000359467,513,2337
ENST00000276590,330,867
ENST00000599180,248,993
ENST00000565758,86,150
ENST00000457928,1282,1545
ENST00000359470,387,1806
ENST00000610020,730,1839
ENST00000360453,1097,2955
ENST00000589720,201,597
ENST00000589721,99,252
